1.35E+12,paycode,itemNo,stimNo,verb,sentence,trialVersion,prepSentence,exposePicture,actionPicture,word1,word2,mistakeFlag,responseTime,word1.clean,word2.clean
1.35E+12,e1291739e6h41,2,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drinks,none,8.513,grandma,drink
1.35E+12,e1291739e6h41,3,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,monkey,eats,none,4.554,monkey,eat
1.35E+12,e1291739e6h41,4,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,girl,feeds,none,5.552,girl,feed
1.35E+12,e1291739e6h41,1,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,boy,reads,none,4.786,boy,read
1.35E+12,e1291739e6h41,0,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,baby,throw,bad input,19.665,baby,throw
1.35E+12,e1291739e6h41,5,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,duck,washes,none,4.284,duck,wash
1.35E+12,e13d700a26b23,0,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,Drink,juice,none,27.492,drink,juice
1.35E+12,e13d700a26b23,2,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,Monkey,eats,none,10.352,monkey,eat
1.35E+12,e13d700a26b23,4,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,Feeding,dog,none,14.591,feed,dog
1.35E+12,e13d700a26b23,5,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,Boy,reads,none,7.62,boy,read
1.35E+12,e13d700a26b23,1,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,Ball,roll,none,13.488,ball,roll
1.35E+12,e13d700a26b23,3,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,Duck,washing,none,9.793,duck,wash
1.35E+12,e15fc99153e31,4,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,drinks,juice,none,12.408,drink,juice
1.35E+12,e15fc99153e31,5,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,eats,none,17.348,monkey,eat
1.35E+12,e15fc99153e31,0,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,feeds,dog,none,25.539,feed,dog
1.35E+12,e15fc99153e31,3,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,14.919,boy,read
1.35E+12,e15fc99153e31,1,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,ball,rolls,none,22.562,ball,roll
1.35E+12,e15fc99153e31,2,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,washes,bowl,none,25.84,wash,bowl
1.35E+12,e17a3a16cde7,0,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,Grandma,drinks,none,9.685,grandma,drink
1.35E+12,e17a3a16cde7,1,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,eats,none,5.772,monkey,eat
1.35E+12,e17a3a16cde7,2,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,Girl,feeds,none,6.999,girl,feed
1.35E+12,e17a3a16cde7,5,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,boy,reads,none,5.013,boy,read
1.35E+12,e17a3a16cde7,3,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,baby,rolls,none,5.313,baby,roll
1.35E+12,e17a3a16cde7,4,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,duck,washes,none,7.076,duck,wash
1.35E+12,e25cef08ei49,4,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,grandma,juice,none,5.684,grandma,juice
1.35E+12,e25cef08ei49,5,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,orange,none,6.264,monkey,orange
1.35E+12,e25cef08ei49,0,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,dog,food,none,8.523,dog,food
1.35E+12,e25cef08ei49,3,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,5.169,boy,read
1.35E+12,e25cef08ei49,2,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,ball,roll,none,6.813,ball,roll
1.35E+12,e25cef08ei49,1,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,duck,dishes,none,7.536,duck,dishes
1.35E+12,e3365b7b14i39,0,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drank,none,8.776,grandma,drink
1.35E+12,e3365b7b14i39,4,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,ate,orange,none,6.343,eat,orange
1.35E+12,e3365b7b14i39,2,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,feeds,dog,none,4.519,feed,dog
1.35E+12,e3365b7b14i39,5,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,reads,book,none,4.969,read,book
1.35E+12,e3365b7b14i39,1,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,rolls,ball,none,5.826,roll,ball
1.35E+12,e3365b7b14i39,3,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,washed,bowl,none,6.424,wash,bowl
1.35E+12,f18b8d7403b33,5,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,grandma,drinks,none,7.925,grandma,drink
1.35E+12,f18b8d7403b33,1,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,eat,none,12.058,monkey,eat
1.35E+12,f18b8d7403b33,3,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,dog,eats,none,7.161,dog,eat
1.35E+12,f18b8d7403b33,4,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,7.347,boy,read
1.35E+12,f18b8d7403b33,0,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,ball,rolled,none,13.946,ball,roll
1.35E+12,f18b8d7403b33,2,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,bowl,washed,none,8.222,bowl,wash
1.35E+12,f25da41931e57,2,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,drank,juice,none,9.106,drink,juice
1.35E+12,f25da41931e57,3,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,ate,orange,none,8.078,eat,orange
1.35E+12,f25da41931e57,4,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,fed,dog,none,14.844,feed,dog
1.35E+12,f25da41931e57,0,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,read,book,none,22.416,read,book
1.35E+12,f25da41931e57,1,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,rolled,ball,none,9.573,roll,ball
1.35E+12,f25da41931e57,5,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,washed,bowl,none,9.628,wash,bowl
1.35E+12,f2cce0b71fi34,1,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,drank,juice,none,8.309,drink,juice
1.35E+12,f2cce0b71fi34,5,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,eats,orange,none,4.434,eat,orange
1.35E+12,f2cce0b71fi34,3,3,FEED,The girl feeds the dog.,patient,"In the next scene, there is a kitten, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-patient-action.jpg,feeds,dog,none,3.973,feed,dog
1.35E+12,f2cce0b71fi34,4,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,4.661,boy,read
1.35E+12,f2cce0b71fi34,0,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,rolls,ball,none,8.643,roll,ball
1.35E+12,f2cce0b71fi34,2,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,washes,bowl,none,4.334,wash,bowl
1.35E+12,f3521728f4e11,5,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,drank,juice,none,9.963,drink,juice
1.35E+12,f3521728f4e11,3,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,monkey,ate,none,7.501,monkey,eat
1.35E+12,f3521728f4e11,4,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,feed,dog,none,9.221,feed,dog
1.35E+12,f3521728f4e11,0,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,reads,book,none,11.975,read,book
1.35E+12,f3521728f4e11,1,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,rolls,ball,none,20.748,roll,ball
1.35E+12,f3521728f4e11,2,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,washed,bowl,none,8.581,wash,bowl
1.35E+12,g2684a06b1c20,4,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,drank,juice,bad input,8.628,drink,juice
1.35E+12,g2684a06b1c20,3,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,monkey,eats,none,6.382,monkey,eat
1.35E+12,g2684a06b1c20,2,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,dog,fed,none,5.054,dog,feed
1.35E+12,g2684a06b1c20,5,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,reads,none,4.834,boy,read
1.35E+12,g2684a06b1c20,1,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,ball,thrown,none,9.481,ball,throw
1.35E+12,g2684a06b1c20,0,6,WASH,The duck washes the bowl.,agent,"In the next scene, there is a monkey, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-agent-action.jpg,bowl,washed,none,9.52,bowl,wash
1.35E+12,g273d968adg21,1,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,drink,juice,none,7.499,drink,juice
1.35E+12,g273d968adg21,3,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,eats,orange,none,6.45,eat,orange
1.35E+12,g273d968adg21,5,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,feeds,dog,none,6.932,feed,dog
1.35E+12,g273d968adg21,2,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,book,none,6.994,boy,book
1.35E+12,g273d968adg21,0,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,rolls,ball,none,12.537,roll,ball
1.35E+12,g273d968adg21,4,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,washes,bowl,none,7.772,wash,bowl
1.35E+12,g385aade17h46,3,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,drink,juice,none,18.723,drink,juice
1.35E+12,g385aade17h46,0,2,EAT,The monkey eats the orange.,agent,"In the next scene, there is a duck, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-agent-action.jpg,bird?,left,none,112.82,bird,left
1.35E+12,g385aade17h46,4,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,feed,dog,none,16.926,feed,dog
1.35E+12,g385aade17h46,1,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,boy,read,none,28.396,boy,read
1.35E+12,g385aade17h46,5,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,roll,ball,none,19.065,roll,ball
1.35E+12,g385aade17h46,2,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,use,bowl,none,28.251,use,bowl
1.35E+12,gfefe59c2d42,5,1,DRINK,The grandma drinks juice.,patient,"In the next scene, there is some milk, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-patient-action.jpg,grandma,juice,none,5.536,grandma,juice
1.35E+12,gfefe59c2d42,4,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,banana,orange,none,6.21,banana,orange
1.35E+12,gfefe59c2d42,3,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,girl,feed,none,5.558,girl,feed
1.35E+12,gfefe59c2d42,0,4,READ,The boy reads the book.,agent,"In the next scene, there is a girl, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-agent-action.jpg,Book,Throw,bad input,39.903,book,throw
1.35E+12,gfefe59c2d42,2,5,ROLL,The baby rolls the ball.,agent,"In the next scene, there is a grandma, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-agent-action.jpg,baby,ball,none,5.342,baby,ball
1.35E+12,gfefe59c2d42,1,6,WASH,The duck washes the bowl.,patient,"In the next scene, there is a spoon, a duck and a bowl.",http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/WASH-patient-action.jpg,bowl,soap,none,6.146,bowl,soap
1.35E+12,h1a0d8c661d38,4,1,DRINK,The grandma drinks juice.,agent,"In the next scene, there is a baby, a grandma and some juice.",http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/DRINK-agent-action.jpg,tasty,drink,none,15.566,tasty,drink
1.35E+12,h1a0d8c661d38,2,2,EAT,The monkey eats the orange.,patient,"In the next scene, there is a banana, a monkey and an orange.",http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/EAT-patient-action.jpg,choose,fruit,none,24.696,choose,fruit
1.35E+12,h1a0d8c661d38,0,3,FEED,The girl feeds the dog.,agent,"In the next scene, there is a boy, a girl and a dog.",http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/FEED-agent-action.jpg,play,fetch,none,24.592,play,fetch
1.35E+12,h1a0d8c661d38,5,4,READ,The boy reads the book.,patient,"In the next scene, there is a newspaper, a boy and a book.",http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/READ-patient-action.jpg,learn,education,none,20.509,learn,education
1.35E+12,h1a0d8c661d38,1,5,ROLL,The baby rolls the ball.,patient,"In the next scene, there is a tire, a baby and a ball.",http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-expose.jpg,http://tedlab.mit.edu/~mekline/SDPictures/ROLL-patient-action.jpg,play,learn,none,22.693,play,learn
